CustomerID,Age,Gender,Income,Region,AccountType,AccountBalance,CreditScore,LoanType,LoanAmount,InterestRate,LoanStatus,CustomerTenureYears,NumTransactionsLastMonth,AvgTransactionValue,LastTransactionDate,RiskLevel
CUST00948,49,Male,118308.0,Sindh,Salary Account,227980.18,731.0,No Loan,0.0,0.0,No Loan,0,16,5829.16,2026-07-05,Low Risk
CUST00949,25,Male,51918.5,Khyber Pakhtunkhwa,Savings,374615.81,737.0,Personal Loan,625827.59,17.43,Approved,2,13,4362.16,2026-08-23,Low Risk
CUST00950,31,Female,96887.0,Sindh,Salary Account,97240.85,610.0,Home Loan,819923.45,21.51,Closed,2,13,4806.21,2026-08-17,Medium Risk
CUST00951,46,Female,84429.0,Sindh,Salary Account,411911.05,697.0,No Loan,0.0,0.0,No Loan,1,10,4697.52,2026-08-09,Medium Risk
CUST00952,42,Male,106821.0,Sindh,Current,97240.85,736.0,Personal Loan,84151.52,13.42,Approved,8,14,4548.3,2026-08-24,Low Risk
CUST00953,54,Female,106061.0,Khyber Pakhtunkhwa,Savings,326509.03,682.0,Car Loan,910611.37,21.98,Approved,3,10,1375.43,2026-08-24,Medium Risk
CUST00954,46,Male,55170.0,Gilgit-Baltistan,Current,181279.68,702.0,Car Loan,747855.09,18.4,Approved,1,8,2575.07,2026-08-14,Low Risk
CUST00955,34,Male,28614.0,Sindh,Fixed Deposit,36995.45,601.0,No Loan,0.0,0.0,No Loan,1,16,1681.33,2026-07-18,Medium Risk
CUST00956,36,Female,27963.0,Punjab,Savings,10811.06,668.0,No Loan,0.0,0.0,No Loan,3,13,1317.34,2026-08-13,Medium Risk
CUST00957,22,Male,51189.0,Punjab,Current,163795.6,714.0,Home Loan,4995790.36,18.61,Approved,2,13,2475.87,2026-06-27,Low Risk
CUST00958,32,Female,28915.0,Islamabad Capital Territory,Savings,42267.41,669.0,Home Loan,3601807.47,12.77,Pending,0,15,458.39,2026-07-29,Medium Risk
CUST00959,61,Female,75867.0,Punjab,Salary Account,61987.42,601.0,No Loan,0.0,0.0,No Loan,0,13,2520.87,2026-07-24,Medium Risk
CUST00960,51,Male,65923.0,Punjab,Savings,143499.2,645.0,No Loan,0.0,0.0,No Loan,7,2,1341.56,2026-08-06,Medium Risk
CUST00961,66,Female,113558.0,Punjab,Savings,486316.05,691.0,No Loan,0.0,0.0,No Loan,3,12,5973.44,2026-08-06,Medium Risk
CUST00962,18,Female,34729.0,Punjab,Fixed Deposit,87419.09,619.0,No Loan,0.0,0.0,No Loan,5,11,772.87,2026-08-01,Medium Risk
CUST00963,28,Male,42244.0,Islamabad Capital Territory,Savings,86856.36,672.0,Personal Loan,1144348.6,16.12,Closed,11,14,285.0,2026-08-15,Medium Risk
CUST00964,48,Female,61732.0,Punjab,Savings,150759.37,654.0,Car Loan,556973.65,16.78,Closed,15,13,2101.58,2026-08-22,Medium Risk
CUST00965,25,Female,69722.0,Punjab,Savings,140466.45,670.0,No Loan,0.0,0.0,No Loan,7,14,5099.19,2026-07-03,Medium Risk
CUST00966,50,Female,98644.0,Punjab,Savings,0.0,754.0,Car Loan,321932.78,10.13,Approved,0,13,5114.54,2026-07-11,Low Risk
CUST00967,63,Male,114049.0,Punjab,Current,353984.29,712.0,Car Loan,75102.18,20.05,Closed,9,13,6995.22,2026-06-28,Low Risk
CUST00968,49,Male,87670.0,Punjab,Current,325591.11,635.0,Home Loan,1379342.83,14.32,Approved,5,16,5831.55,2026-08-19,Medium Risk
CUST00969,51,Male,99711.0,Islamabad Capital Territory,Savings,463871.54,699.0,Home Loan,1175146.92,11.93,Rejected,8,15,282.25,2026-07-30,High Risk
CUST00970,52,Female,30747.0,Punjab,Current,77663.0,701.0,Home Loan,4680142.19,20.14,Approved,0,11,2315.57,2026-08-20,Low Risk
CUST00971,35,Female,58444.0,Punjab,Salary Account,40834.77,668.0,No Loan,0.0,0.0,No Loan,1,11,1785.52,2026-07-10,Medium Risk
CUST00972,42,Female,45337.0,Islamabad Capital Territory,Savings,102071.8,553.0,Personal Loan,266783.44,14.62,Approved,1,17,3166.2,2026-06-30,High Risk
CUST00973,35,Female,41596.0,Sindh,Savings,33618.31,600.0,No Loan,0.0,0.0,No Loan,0,8,3227.95,2026-08-15,Medium Risk
CUST00974,43,Female,85133.0,Khyber Pakhtunkhwa,Current,134330.36,653.0,Business Loan,3498732.32,21.15,Approved,5,7,7113.18,2026-08-20,Medium Risk
CUST00975,41,Female,54279.0,Balochistan,Savings,33.66,588.0,No Loan,0.0,0.0,No Loan,17,6,1753.18,2026-07-15,Medium Risk
CUST00976,38,Male,63604.0,Khyber Pakhtunkhwa,Fixed Deposit,264.64,684.0,No Loan,0.0,0.0,No Loan,2,11,4445.17,2026-07-21,Medium Risk
CUST00977,41,Female,62220.0,Khyber Pakhtunkhwa,Current,36931.59,634.0,No Loan,0.0,0.0,No Loan,6,10,2599.34,2026-07-05,Medium Risk
CUST00978,36,Female,51918.5,Balochistan,Current,103208.13,485.0,Business Loan,2443360.02,19.74,Approved,0,12,4853.38,2026-08-22,High Risk
CUST00979,31,Male,51465.0,Sindh,Current,161466.22,646.0,Personal Loan,321614.88,8.92,Rejected,0,14,3290.86,2026-07-15,High Risk
CUST00980,23,Female,76865.0,Gilgit-Baltistan,Fixed Deposit,351389.67,695.0,No Loan,0.0,0.0,No Loan,1,13,731.86,2026-07-26,Medium Risk
CUST00981,53,Male,53734.0,Islamabad Capital Territory,Current,186453.65,674.0,No Loan,0.0,0.0,No Loan,1,21,1799.24,2026-07-02,Medium Risk
CUST00982,46,Male,73163.0,Punjab,Savings,266282.82,685.0,No Loan,0.0,0.0,No Loan,8,15,4004.27,2026-08-19,Medium Risk
CUST00983,40,Male,74645.0,Punjab,Savings,48452.34,677.0,Car Loan,271334.11,19.31,Rejected,4,8,5639.99,2026-07-05,High Risk
CUST00984,32,Female,60602.0,Punjab,Salary Account,192361.99,753.0,No Loan,0.0,0.0,No Loan,6,13,3716.85,2026-07-24,Low Risk
CUST00985,51,Female,91462.0,Punjab,Savings,97240.85,695.0,No Loan,0.0,0.0,No Loan,4,15,5286.86,2026-08-06,Medium Risk
CUST00986,50,Female,79085.0,Sindh,Current,221429.96,633.0,Personal Loan,26211.8,11.04,Approved,6,11,5158.23,2026-08-10,Medium Risk
CUST00987,30,Female,97777.0,Punjab,Savings,151068.41,612.0,Home Loan,785689.45,13.97,Approved,3,7,8158.59,2026-08-22,Medium Risk
CUST00988,42,Male,38625.0,Sindh,Current,77997.3,683.0,No Loan,0.0,0.0,No Loan,0,13,2333.7,2026-07-22,Medium Risk
CUST00989,25,Female,51918.5,Islamabad Capital Territory,Current,53912.87,598.0,No Loan,0.0,0.0,No Loan,4,23,2367.61,2026-08-10,Medium Risk
CUST00990,40,Male,60624.0,Sindh,Fixed Deposit,166556.25,692.0,Home Loan,3891843.36,21.37,Approved,3,10,4436.17,2026-07-06,Medium Risk
CUST00991,44,Male,74457.0,Gilgit-Baltistan,Savings,123528.44,610.0,Business Loan,164111.28,21.59,Pending,6,15,2780.51,2026-07-21,Medium Risk
CUST00992,53,Female,58087.0,Sindh,Savings,90170.02,725.0,Home Loan,1276294.01,14.02,Approved,6,7,2875.61,2026-07-02,Low Risk
CUST00993,21,Male,20000.0,Khyber Pakhtunkhwa,Savings,31951.95,657.0,No Loan,0.0,0.0,No Loan,3,11,1189.18,2026-07-26,Medium Risk
CUST00994,33,Female,71852.0,Balochistan,Current,235316.72,745.0,Personal Loan,1247549.6,9.31,Approved,7,13,440.24,2026-07-21,Low Risk
CUST00995,75,Female,150417.0,Khyber Pakhtunkhwa,Current,379420.61,764.0,Personal Loan,927870.87,8.9,Approved,8,12,5426.16,2026-08-23,Low Risk
CUST00996,47,Female,36243.0,Islamabad Capital Territory,Savings,150566.95,696.0,No Loan,0.0,0.0,No Loan,1,11,2602.42,2026-06-28,Medium Risk
CUST00997,48,Male,101589.0,Punjab,Fixed Deposit,258187.03,700.0,Home Loan,1435651.63,11.58,Pending,5,13,2688.66,2026-07-19,Low Risk
CUST00998,44,Male,32560.0,Balochistan,Savings,85624.37,695.0,Car Loan,538298.85,18.92,Rejected,3,15,2162.58,2026-07-23,High Risk
CUST00999,31,Female,79791.0,Azad Kashmir,Savings,258995.04,704.0,Business Loan,3884880.97,17.57,Approved,3,7,2821.63,2026-08-23,Low Risk
CUST01000,22,Male,36297.0,Punjab,Current,112979.45,616.0,Personal Loan,1485086.25,12.26,Closed,27,13,1775.11,2026-08-17,Medium Risk
CUST01001,18,Male,20000.0,Sindh,Savings,94393.7,639.0,No Loan,0.0,0.0,No Loan,0,9,1015.96,2026-07-02,Medium Risk
CUST01002,23,Male,43509.0,Punjab,Current,35770.23,651.0,No Loan,0.0,0.0,No Loan,2,5,453.08,2026-08-07,Medium Risk
CUST01003,43,Male,26692.0,Punjab,Current,66037.19,631.0,No Loan,0.0,0.0,No Loan,2,15,100.0,2026-07-29,Medium Risk
CUST01004,30,Male,43560.0,Islamabad Capital Territory,Current,41452.53,691.0,No Loan,0.0,0.0,No Loan,0,17,2361.51,2026-08-24,Medium Risk
CUST01005,51,Male,71807.0,Islamabad Capital Territory,Salary Account,41890.29,557.0,Car Loan,729580.42,21.11,Approved,1,18,5867.61,2026-07-18,High Risk
CUST01006,48,Male,43534.0,Balochistan,Savings,94448.14,650.0,No Loan,0.0,0.0,No Loan,14,15,1489.52,2026-07-20,Medium Risk
CUST01007,69,Female,67459.0,Sindh,Savings,239446.46,589.0,No Loan,0.0,0.0,No Loan,11,17,1743.44,2026-07-08,Medium Risk
CUST01008,56,Male,83113.0,Khyber Pakhtunkhwa,Current,237618.34,776.0,No Loan,0.0,0.0,No Loan,3,16,3542.47,2026-07-04,Low Risk
CUST01009,34,Male,27233.0,Khyber Pakhtunkhwa,Salary Account,24136.63,645.0,No Loan,0.0,0.0,No Loan,16,13,895.37,2026-08-16,Medium Risk
CUST01010,38,Female,95460.0,Islamabad Capital Territory,Fixed Deposit,358667.06,611.0,Business Loan,187240.36,9.27,Approved,6,12,5141.09,2026-07-24,Medium Risk
CUST01011,26,Male,68533.0,Punjab,Current,215725.08,566.0,Business Loan,1185128.8,10.64,Pending,6,8,4063.0,2026-08-05,High Risk
CUST01012,43,Male,39191.0,Sindh,Savings,80176.23,638.0,Home Loan,274389.95,13.38,Pending,2,14,1332.7,2026-08-04,Medium Risk
CUST01013,44,Male,63350.0,Punjab,Savings,74242.92,566.0,No Loan,0.0,0.0,No Loan,4,13,3140.47,2026-08-01,High Risk
CUST01014,57,Male,60044.0,Sindh,Savings,130020.55,737.0,Car Loan,530543.89,9.91,Closed,9,6,2945.69,2026-06-28,Low Risk
CUST01015,41,Male,20000.0,Balochistan,Savings,30119.96,599.0,No Loan,0.0,0.0,No Loan,23,14,2314.29,2026-08-13,Medium Risk
CUST01016,45,Male,54141.0,Khyber Pakhtunkhwa,Fixed Deposit,50242.52,756.0,No Loan,0.0,0.0,No Loan,0,13,4688.14,2026-07-11,Low Risk
CUST01017,45,Male,87018.0,Punjab,Current,346441.75,655.0,No Loan,0.0,0.0,No Loan,7,10,3908.2,2026-07-04,Medium Risk
CUST01018,45,Male,38133.0,Khyber Pakhtunkhwa,Current,140774.61,622.0,Business Loan,2115840.29,21.63,Pending,0,17,2083.22,2026-07-30,Medium Risk
CUST01019,44,Male,71384.0,Sindh,Savings,77371.45,587.0,Car Loan,1352599.87,12.65,Approved,9,8,6760.68,2026-07-01,Medium Risk
CUST01020,46,Male,33328.0,Sindh,Current,73386.22,608.0,Home Loan,2083965.19,8.81,Rejected,9,10,2945.72,2026-08-11,High Risk
CUST01021,29,Female,33799.0,Punjab,Fixed Deposit,20773.73,728.0,Home Loan,3638109.0,16.76,Approved,0,13,2424.65,2026-07-09,Low Risk
CUST01022,18,Male,20000.0,Balochistan,Fixed Deposit,82037.91,567.0,No Loan,0.0,0.0,No Loan,6,16,765.22,2026-07-09,High Risk
CUST01023,33,Male,52065.0,Sindh,Savings,8862.74,584.0,Car Loan,378748.86,12.25,Closed,3,11,4842.37,2026-08-18,Medium Risk
CUST01024,24,Male,20000.0,Khyber Pakhtunkhwa,Savings,26664.8,615.0,No Loan,0.0,0.0,No Loan,0,12,915.94,2026-07-16,Medium Risk
CUST01025,44,Female,47368.0,Punjab,Current,97240.85,608.0,Personal Loan,550317.93,17.32,Approved,1,11,2274.09,2026-07-05,Medium Risk
CUST01026,29,Female,61111.0,Punjab,Salary Account,116642.11,515.0,Business Loan,3744773.75,21.89,Rejected,3,12,2540.87,2026-08-20,High Risk
CUST01027,45,Male,64227.0,Punjab,Savings,58717.54,625.0,Home Loan,271840.74,21.43,Closed,1,14,2198.74,2026-06-27,Medium Risk
CUST01028,26,Male,20000.0,Balochistan,Current,49370.61,631.0,Car Loan,1175622.23,18.88,Approved,5,19,454.76,2026-08-17,Medium Risk
CUST01029,28,Male,49786.0,Islamabad Capital Territory,Current,88207.98,604.0,No Loan,0.0,0.0,No Loan,0,11,1365.17,2026-07-05,Medium Risk
CUST01030,65,Male,87641.0,Islamabad Capital Territory,Savings,98991.26,746.0,Business Loan,322041.48,21.2,Approved,5,11,3522.12,2026-07-04,Low Risk
CUST01031,35,Male,36899.0,Balochistan,Fixed Deposit,65999.71,648.0,No Loan,0.0,0.0,No Loan,7,14,889.32,2026-07-12,Medium Risk
CUST01032,54,Female,25943.0,Punjab,Savings,82573.39,543.0,No Loan,0.0,0.0,No Loan,3,5,1043.79,2026-07-07,High Risk
CUST01033,27,Female,69176.0,Islamabad Capital Territory,Savings,199695.78,593.0,Business Loan,4220032.47,13.92,Approved,0,12,1621.0,2026-08-05,Medium Risk
CUST01034,38,Male,49522.0,Punjab,Fixed Deposit,92019.05,634.0,Business Loan,3557587.45,8.94,Approved,10,14,4169.52,2026-06-28,Medium Risk
CUST01035,48,Female,51918.5,Balochistan,Current,262918.52,656.0,No Loan,0.0,0.0,No Loan,1,13,5708.81,2026-06-27,Medium Risk
CUST01036,45,Male,64217.0,Islamabad Capital Territory,Savings,80095.02,549.0,No Loan,0.0,0.0,No Loan,15,11,2976.79,2026-08-13,High Risk
CUST01037,37,Female,99208.0,Sindh,Fixed Deposit,230029.53,648.0,No Loan,0.0,0.0,No Loan,5,12,3574.52,2026-07-11,Medium Risk
CUST01038,36,Female,73886.0,Punjab,Savings,294978.32,674.0,No Loan,0.0,0.0,No Loan,6,7,3132.9,2026-07-16,Medium Risk
CUST01039,18,Female,20000.0,Sindh,Savings,87522.62,649.0,Car Loan,981604.62,20.67,Pending,13,13,1063.47,2026-07-07,Medium Risk
CUST01040,32,Male,95948.0,Islamabad Capital Territory,Fixed Deposit,182569.0,580.0,Personal Loan,1457236.15,16.25,Approved,2,12,3652.22,2026-06-30,Medium Risk
CUST01041,24,Male,43104.0,Punjab,Savings,108289.21,591.0,Personal Loan,768989.37,9.65,Approved,3,9,2853.35,2026-08-10,Medium Risk
CUST01042,35,Female,56395.0,Azad Kashmir,Fixed Deposit,154025.47,578.0,No Loan,0.0,0.0,No Loan,26,12,2286.05,2026-07-28,High Risk
CUST01043,18,Male,20000.0,Sindh,Savings,65699.76,605.0,Home Loan,3647442.48,12.61,Approved,2,14,1585.68,2026-08-10,Medium Risk
CUST01044,51,Female,65708.0,Punjab,Savings,162359.36,721.0,No Loan,0.0,0.0,No Loan,6,14,2370.97,2026-07-25,Low Risk
CUST01045,20,Female,40353.0,Punjab,Current,134856.19,543.0,No Loan,0.0,0.0,No Loan,2,17,1522.72,2026-08-12,High Risk
CUST01046,32,Male,30411.0,Islamabad Capital Territory,Savings,94172.94,587.0,Car Loan,1157719.26,18.73,Rejected,2,17,1052.97,2026-07-27,High Risk
CUST01047,45,Female,20000.0,Khyber Pakhtunkhwa,Current,56545.46,597.0,Car Loan,1039127.29,12.9,Rejected,0,7,1580.32,2026-07-03,High Risk
CUST01048,23,Female,29384.0,Sindh,Fixed Deposit,98472.91,585.0,Car Loan,1116806.98,12.81,Approved,6,10,1884.98,2026-07-27,Medium Risk
CUST01049,47,Male,22814.0,Punjab,Savings,30217.06,558.0,Car Loan,197431.09,11.36,Approved,0,14,939.79,2026-08-22,High Risk
CUST01050,27,Female,21197.0,Punjab,Savings,62668.72,710.0,No Loan,0.0,0.0,No Loan,3,8,1163.29,2026-06-29,Low Risk
CUST01051,45,Female,88616.0,Khyber Pakhtunkhwa,Savings,149370.54,614.0,No Loan,0.0,0.0,No Loan,4,16,4264.48,2026-08-12,Medium Risk
CUST01052,46,Male,94814.0,Sindh,Savings,358296.67,697.0,No Loan,0.0,0.0,No Loan,1,11,3526.64,2026-08-18,Medium Risk
CUST01053,35,Male,94487.0,Punjab,Savings,261670.66,654.0,No Loan,0.0,0.0,No Loan,7,14,6185.87,2026-07-28,Medium Risk
CUST01054,24,Female,20000.0,Punjab,Current,13518.27,640.0,No Loan,0.0,0.0,No Loan,3,10,726.38,2026-07-24,Medium Risk
CUST01055,30,Male,20000.0,Sindh,Current,48606.92,665.0,Business Loan,3767893.18,19.01,Closed,1,8,683.75,2026-08-23,Medium Risk
CUST01056,33,Male,20000.0,Balochistan,Current,47292.16,656.0,Education Loan,1249815.14,16.45,Rejected,5,5,1061.46,2026-06-30,High Risk
CUST01057,18,Female,45939.0,Khyber Pakhtunkhwa,Current,97240.85,686.0,Education Loan,351384.03,14.68,Approved,4,11,2596.82,2026-07-25,Medium Risk
CUST01058,53,Female,56690.0,Punjab,Salary Account,198746.43,725.0,Education Loan,1425942.13,21.78,Pending,12,9,1083.4,2026-07-21,Low Risk
CUST01059,37,Female,65459.0,Punjab,Current,173413.12,570.0,Home Loan,1905991.2,10.3,Closed,6,15,5002.65,2026-08-07,High Risk
CUST01060,18,Male,20375.0,Punjab,Salary Account,42073.61,575.0,Home Loan,1001548.42,14.57,Approved,4,14,1198.38,2026-07-26,High Risk
CUST01061,30,Female,28431.0,Khyber Pakhtunkhwa,Current,67425.57,611.0,No Loan,0.0,0.0,No Loan,0,11,884.31,2026-08-20,Medium Risk
CUST01062,38,Male,56755.0,Balochistan,Savings,68384.3,657.0,Personal Loan,919429.67,16.27,Approved,23,12,3816.65,2026-07-01,Medium Risk
CUST01063,49,Male,48955.0,Sindh,Salary Account,103868.41,656.0,Business Loan,4948338.25,10.06,Approved,0,14,1838.62,2026-07-01,Medium Risk
CUST01064,55,Female,81217.0,Sindh,Savings,219358.37,556.0,No Loan,0.0,0.0,No Loan,11,16,7706.98,2026-08-02,High Risk
CUST01065,20,Female,20000.0,Punjab,Savings,39187.42,616.0,Business Loan,1182848.47,11.08,Rejected,5,4,206.5,2026-06-30,High Risk
CUST01066,30,Female,20000.0,Islamabad Capital Territory,Savings,61587.36,770.0,Car Loan,705807.56,14.41,Pending,0,12,987.54,2026-07-13,Low Risk
CUST01067,57,Male,97921.0,Islamabad Capital Territory,Fixed Deposit,255427.38,624.0,Business Loan,3760624.72,18.73,Rejected,3,8,5714.85,2026-08-03,High Risk
CUST01068,28,Male,68325.0,Sindh,Savings,147261.56,718.0,Business Loan,3816986.09,11.02,Approved,5,15,1980.0,2026-07-29,Low Risk
CUST01069,29,Male,20000.0,Khyber Pakhtunkhwa,Fixed Deposit,64074.07,682.0,Car Loan,171571.42,17.18,Approved,5,16,1021.74,2026-07-16,Medium Risk
CUST01070,46,Female,51918.5,Punjab,Fixed Deposit,148243.56,713.0,Personal Loan,919989.76,16.92,Approved,3,7,3743.93,2026-08-25,Low Risk
CUST01071,41,Female,63263.0,Punjab,Fixed Deposit,203824.79,544.0,No Loan,0.0,0.0,No Loan,3,12,3115.21,2026-07-28,High Risk
CUST01072,52,Male,41933.0,Khyber Pakhtunkhwa,Savings,59718.6,679.0,No Loan,0.0,0.0,No Loan,7,11,3152.32,2026-07-24,Medium Risk
CUST01073,64,Male,105570.0,Azad Kashmir,Salary Account,471247.78,675.0,Car Loan,1449697.9,21.28,Rejected,7,8,3645.04,2026-08-02,High Risk
CUST01074,39,Male,63159.0,Punjab,Current,92945.95,758.0,No Loan,0.0,0.0,No Loan,3,12,3713.1,2026-07-02,Low Risk
CUST01075,22,Female,20000.0,Khyber Pakhtunkhwa,Savings,81406.3,559.0,Home Loan,1748989.37,19.53,Closed,3,6,860.12,2026-08-08,High Risk
CUST01076,37,Male,49609.0,Sindh,Fixed Deposit,169898.95,683.0,Business Loan,2297623.02,12.24,Closed,2,12,2660.15,2026-08-17,Medium Risk
CUST01077,24,Female,26249.0,Khyber Pakhtunkhwa,Savings,54398.71,600.0,No Loan,0.0,0.0,No Loan,1,9,2240.58,2026-08-05,Medium Risk
CUST01078,48,Male,55775.0,Punjab,Salary Account,139006.18,562.0,No Loan,0.0,0.0,No Loan,9,13,4081.13,2026-08-12,High Risk
CUST01079,18,Female,47028.0,Khyber Pakhtunkhwa,Savings,163670.91,661.0,Personal Loan,167590.93,18.54,Closed,5,13,2540.29,2026-08-09,Medium Risk
CUST01080,25,Female,38666.0,Balochistan,Savings,84655.51,675.0,No Loan,0.0,0.0,No Loan,1,9,1492.36,2026-07-09,Medium Risk
CUST01081,34,Male,40025.0,Punjab,Savings,53337.04,629.0,No Loan,0.0,0.0,No Loan,4,17,2492.84,2026-07-24,Medium Risk
CUST01082,32,Male,51918.5,Punjab,Salary Account,230144.23,656.0,No Loan,0.0,0.0,No Loan,10,15,4264.71,2026-07-10,Medium Risk
CUST01083,18,Female,20000.0,Khyber Pakhtunkhwa,Savings,71423.28,511.0,Car Loan,106770.48,10.52,Pending,1,9,946.34,2026-07-17,High Risk
CUST01084,26,Male,72478.0,Punjab,Salary Account,230262.58,619.0,Home Loan,3167559.43,12.98,Pending,6,10,3269.9,2026-07-24,Medium Risk
CUST01085,33,Female,51918.5,Sindh,Current,97613.2,558.0,No Loan,0.0,0.0,No Loan,4,7,1580.26,2026-07-21,High Risk
CUST01086,18,Female,21706.0,Sindh,Fixed Deposit,69970.78,520.0,Car Loan,1499809.73,17.2,Rejected,3,10,1123.86,2026-07-02,High Risk
CUST01087,36,Male,55747.0,Punjab,Current,16113.86,569.0,No Loan,0.0,0.0,No Loan,3,11,4870.09,2026-07-22,High Risk
CUST01088,36,Male,71514.0,Islamabad Capital Territory,Savings,181408.64,615.0,Education Loan,665183.05,21.8,Approved,6,13,3979.54,2026-08-05,Medium Risk
CUST01089,23,Female,57658.0,Islamabad Capital Territory,Savings,223558.69,620.0,No Loan,0.0,0.0,No Loan,0,14,1505.84,2026-07-19,Medium Risk
CUST01090,33,Male,52616.0,Sindh,Current,33442.05,711.0,Business Loan,3237914.92,18.13,Approved,0,7,3721.41,2026-07-06,Low Risk
CUST01091,47,Female,74435.0,Punjab,Savings,57208.79,658.0,No Loan,0.0,0.0,No Loan,3,16,2609.37,2026-08-21,Medium Risk
CUST01092,26,Male,28023.0,Punjab,Savings,39129.6,607.0,No Loan,0.0,0.0,No Loan,5,7,2272.64,2026-07-01,Medium Risk
CUST01093,27,Female,76976.0,Punjab,Savings,78022.23,639.0,Business Loan,2948076.64,21.12,Approved,5,9,3993.79,2026-08-15,Medium Risk
CUST01094,45,Female,31513.0,Punjab,Fixed Deposit,59379.67,645.0,Car Loan,767494.4,10.35,Approved,2,11,2345.95,2026-07-02,Medium Risk
CUST01095,36,Male,68853.0,Azad Kashmir,Current,86824.65,676.0,No Loan,0.0,0.0,No Loan,2,4,2120.88,2026-07-02,Medium Risk
CUST01096,34,Male,20000.0,Sindh,Savings,48422.03,722.0,Business Loan,4623040.79,17.08,Approved,11,15,1015.23,2026-08-10,Low Risk
CUST01097,32,Male,54783.0,Punjab,Current,107847.02,740.0,Car Loan,1387453.27,10.67,Approved,2,12,2493.39,2026-08-14,Low Risk
CUST01098,36,Female,51933.0,Punjab,Current,156237.08,610.0,Personal Loan,843776.73,19.88,Approved,0,16,356.22,2026-07-30,Medium Risk
CUST01099,40,Female,55464.0,Punjab,Savings,192441.25,562.0,Car Loan,428104.47,9.19,Closed,10,14,2536.95,2026-08-01,High Risk
CUST01100,33,Male,49096.0,Khyber Pakhtunkhwa,Savings,90757.09,585.0,Personal Loan,970643.8,14.65,Rejected,0,15,1838.39,2026-07-30,High Risk
CUST01101,29,Male,38821.0,Khyber Pakhtunkhwa,Fixed Deposit,136940.26,540.0,Home Loan,2635104.1,9.22,Pending,3,16,2178.6,2026-07-16,High Risk
CUST01102,52,Male,100356.0,Azad Kashmir,Current,194859.98,644.0,Personal Loan,52886.55,13.05,Closed,0,11,3050.19,2026-07-04,Medium Risk
CUST01103,36,Female,57984.0,Gilgit-Baltistan,Savings,142989.6,691.0,Personal Loan,1309963.78,13.33,Rejected,0,10,100.0,2026-07-18,High Risk
CUST01104,62,Male,62855.0,Punjab,Savings,197732.54,653.0,Personal Loan,1373742.57,21.04,Rejected,0,12,5368.62,2026-08-05,High Risk
CUST01105,51,Female,81259.0,Punjab,Savings,156480.7,608.0,No Loan,0.0,0.0,No Loan,0,8,3605.96,2026-08-11,Medium Risk
CUST01106,33,Female,67033.0,Khyber Pakhtunkhwa,Current,307423.46,586.0,No Loan,0.0,0.0,No Loan,4,13,427.44,2026-08-18,Medium Risk
CUST01107,44,Female,92960.0,Punjab,Salary Account,307578.99,695.0,No Loan,0.0,0.0,No Loan,0,12,6388.84,2026-08-09,Medium Risk
CUST01108,31,Female,67593.0,Sindh,Savings,41403.58,662.0,No Loan,0.0,0.0,No Loan,3,9,4570.38,2026-08-24,Medium Risk
CUST01109,36,Male,55662.0,Gilgit-Baltistan,Savings,97240.85,627.0,Personal Loan,150377.42,20.1,Rejected,11,12,2169.86,2026-08-02,High Risk
CUST01110,69,Female,119816.0,Khyber Pakhtunkhwa,Savings,365449.98,716.0,No Loan,0.0,0.0,No Loan,29,6,2816.01,2026-07-18,Low Risk
CUST01111,42,Female,76254.0,Islamabad Capital Territory,Savings,96746.45,723.0,Home Loan,4792661.97,9.36,Rejected,1,10,4281.37,2026-07-31,High Risk
CUST01112,59,Female,37806.0,Khyber Pakhtunkhwa,Current,32474.64,654.0,No Loan,0.0,0.0,No Loan,10,11,2583.15,2026-07-09,Medium Risk
CUST01113,48,Male,62974.0,Khyber Pakhtunkhwa,Savings,187231.1,698.0,Home Loan,3634178.29,15.25,Rejected,6,15,2578.88,2026-08-05,High Risk
CUST01114,27,Male,61324.0,Punjab,Current,51516.7,498.0,Business Loan,964586.69,17.7,Closed,3,17,4400.54,2026-07-10,High Risk
CUST01115,34,Male,48712.0,Sindh,Savings,123422.37,526.0,Business Loan,2244808.55,8.87,Pending,10,12,1982.34,2026-07-03,High Risk
CUST01116,30,Male,63014.0,Sindh,Savings,86397.46,737.0,Home Loan,2845406.57,11.76,Approved,0,9,1352.93,2026-08-16,Low Risk
CUST01117,45,Male,85967.0,Sindh,Salary Account,117459.1,720.0,Home Loan,535567.11,21.67,Approved,2,10,5536.3,2026-07-19,Low Risk
CUST01118,32,Male,55158.0,Azad Kashmir,Savings,57735.84,546.0,No Loan,0.0,0.0,No Loan,19,16,2834.55,2026-08-11,High Risk
CUST01119,42,Male,51729.0,Islamabad Capital Territory,Savings,138612.98,573.0,No Loan,0.0,0.0,No Loan,2,10,2763.4,2026-07-31,High Risk
CUST01120,38,Female,63714.0,Punjab,Salary Account,219002.93,720.0,No Loan,0.0,0.0,No Loan,0,9,4650.46,2026-08-14,Low Risk
CUST01121,27,Female,83635.0,Punjab,Fixed Deposit,194036.58,703.0,No Loan,0.0,0.0,No Loan,4,15,5593.22,2026-08-16,Low Risk
CUST01122,32,Male,20000.0,Khyber Pakhtunkhwa,Savings,45065.92,633.0,Personal Loan,1498262.57,11.14,Rejected,2,13,1301.33,2026-08-24,High Risk
CUST01123,45,Female,60029.0,Sindh,Current,20443.72,725.0,Personal Loan,237348.58,11.01,Approved,11,11,3204.8,2026-08-15,Low Risk
